U_ppm,Ta_ppm,Pt_ppb,Pd_ppb,X,Y
1.803933,0.778179,0.0,0.0,77.527778,14.439189
1.929316,0.782254,0.0,0.0,77.546296,14.439189
1.844132,0.843417,0.0,0.0,77.564815,14.439189
2.49564,0.758399,0.0,0.0,77.583333,14.439189
1.878475,0.622299,0.0,0.0,77.601852,14.439189
2.046542,0.657192,0.0,0.0,77.62037,14.439189
2.648502,0.587367,0.0,0.0,77.638889,14.439189
2.688514,0.790206,0.0,0.0,77.657407,14.439189
2.926151,0.57608,0.0,0.0,77.675926,14.439189
4.638,0.785,0.0,0.0,77.694444,14.439189
3.91,0.798,0.0,0.0,77.712963,14.439189
4.189,1.27,0.0,0.0,77.731481,14.439189
5.95467,0.74538,0.0,0.0,77.259311,14.475225
5.275375,0.862545,0.0,0.0,77.277933,14.475225
3.255366,0.555821,0.0,0.0,77.296555,14.475225
3.729576,0.598013,0.0,0.0,77.315177,14.475225
2.05076,0.576647,0.0,0.0,77.333799,14.475225
2.467629,0.552999,0.0,0.0,77.352421,14.475225
2.359624,0.579265,0.0,0.0,77.371043,14.475225
1.96451,0.549395,0.0,0.0,77.389665,14.475225
4.645076,0.828478,0.0,0.0,77.408287,14.475225
5.971085,1.218096,0.0,0.0,77.426909,14.475225
5.111109,0.820082,0.0,0.0,77.445531,14.475225
2.868888,0.757296,0.0,0.0,77.464153,14.475225
3.915175,0.821947,0.0,0.0,77.482775,14.475225
2.731536,0.607974,0.0,0.0,77.5,14.475225
5.663365,0.617396,0.0,0.0,77.259311,14.493242
5.244775,0.783225,0.0,0.0,77.277933,14.493242
4.994563,0.747318,0.0,0.0,77.296555,14.493242
2.839647,0.663765,0.0,0.0,77.315177,14.493242
3.204641,0.707036,0.0,0.0,77.333799,14.493242
2.549365,0.611494,0.0,0.0,77.352421,14.493242
1.629186,0.532412,0.0,0.0,77.371043,14.493242
2.113894,0.579053,0.0,0.0,77.389665,14.493242
3.714883,0.740038,0.0,0.0,77.408287,14.493242
1.634,0.735,0.6,0.0,77.638889,14.958333
3.507,0.809,0.3,0.0,77.657407,14.958333
2.094,0.78,0.4,0.0,77.675926,14.958333
3.4034,1.1473,0.3,0.0,77.694444,14.958333
2.7489,1.2474,0.5,0.0,77.712963,14.958333
3.2274,1.1594,0.3,0.0,77.731481,14.958333
2.1703,0.8833,0.4,0.0,77.749999,14.958333
2.4574,1.0439,0.7,0.0,77.509259,14.976449
3.1702,0.9669,0.5,0.0,77.527778,14.976449
2.046,0.8547,0.7,0.0,77.546296,14.976449
1.7974,0.7722,0.5,0.0,77.564815,14.976449
6.062,1.188,0.4,0.0,77.583333,14.976449
1.979,0.621,0.4,0.0,77.601852,14.976449
1.762,1.871,0.5,0.0,77.62037,14.976449
1.476,0.63,0.5,0.0,77.638889,14.976449
2.3177,1.0494,0.5,0.0,77.657407,14.976449
2.489,1.012,0.4,0.0,77.675926,14.976449
2.528,0.869,0.5,0.0,77.694444,14.976449
2.546,1.066,0.4,0.0,77.712963,14.976449
4.7641,1.3354,0.4,0.0,77.731481,14.976449
3.256,1.066,0.3,0.0,77.749999,14.976449
2.422,0.799,0.0,0.0,77.509259,14.994565
1.712,0.933,0.0,0.0,77.527778,14.994565
2.438,0.622,0.3,0.0,77.546296,14.994565
6.362,1.06,0.0,0.0,77.749999,14.439189
3.011623,0.701012,0.0,0.0,77.509259,14.457207
2.103284,0.651899,0.0,0.0,77.527778,14.457207
2.197567,0.807497,0.0,0.0,77.546296,14.457207
1.753038,0.788346,0.0,0.0,77.564815,14.457207
3.182267,0.80301,0.0,0.0,77.583333,14.457207
2.983199,0.803487,0.0,0.0,77.601852,14.457207
2.062717,0.63919,0.0,0.0,77.62037,14.457207
4.431397,0.763543,0.0,0.0,77.638889,14.457207
2.963544,0.710892,0.0,0.0,77.657407,14.457207
3.6,0.792,0.0,0.0,77.675926,14.457207
2.972,0.531,0.0,0.0,77.694444,14.457207
4.477,0.909,0.0,0.0,77.712963,14.457207
4.892,0.97,0.0,0.0,77.731481,14.457207
3.113,0.774,0.0,0.0,77.749999,14.457207
1.571292,0.650814,0.0,0.0,77.509259,14.475225
2.96445,0.753168,0.0,0.0,77.527778,14.475225
2.573128,1.036114,0.0,0.0,77.546296,14.475225
2.55472,0.817922,0.0,0.0,77.564815,14.475225
2.25143,0.697105,0.0,0.0,77.583333,14.475225
2.779871,0.755226,0.0,0.0,77.601852,14.475225
1.9947,0.609943,0.0,0.0,77.62037,14.475225
3.596651,0.593257,0.0,0.0,77.638889,14.475225
4.244043,1.056175,0.0,0.0,77.426909,14.493242
3.732647,0.923482,0.0,0.0,77.445531,14.493242
3.848259,0.711587,0.0,0.0,77.464153,14.493242
2.798409,0.705045,0.0,0.0,77.482775,14.493242
4.248391,0.587458,0.0,0.0,77.5,14.493242
3.003,0.8,0.5,0.0,77.564815,14.994565
2.009,0.663,0.5,0.0,77.583333,14.994565
1.812,0.462,0.4,0.0,77.601852,14.994565
3.351,0.825,0.0,0.0,77.62037,14.994565
1.949,0.647,0.6,0.0,77.638889,14.994565
3.159,1.12,0.0,0.0,77.657407,14.994565
4.065,1.613,0.4,0.0,77.675926,14.994565
3.1537,0.9119,0.8,0.0,77.694444,14.994565
3.525,1.096,0.0,0.0,77.712963,14.994565
3.727,1.157,0.0,0.0,77.731481,14.994565
6.753,1.168,0.0,0.0,77.749999,14.994565
2.359012,0.579544,0.0,0.0,77.509259,14.509058
3.33076,0.78777,0.0,0.0,77.527778,14.509058
2.978523,0.782768,0.0,0.0,77.546296,14.509058
2.842541,0.784652,0.0,0.0,77.564815,14.509058
3.248656,0.63409,0.0,0.0,77.583333,14.509058
3.16916,0.719193,0.0,0.0,77.601852,14.509058
2.740275,0.669936,0.0,0.0,77.62037,14.509058
3.153394,0.693264,0.0,0.0,77.638889,14.509058
6.266736,1.008084,0.0,0.0,77.657407,14.509058
5.421619,0.853168,0.0,0.0,77.675926,14.509058
6.359381,1.30197,0.0,0.0,77.694444,14.509058
4.258807,0.919276,0.0,0.0,77.712963,14.509058
4.94229,0.779441,0.0,0.0,77.157407,14.653153
3.49101,0.755725,0.0,0.0,77.175926,14.653153
3.727435,1.019269,0.0,0.0,77.194444,14.653153
4.000595,1.23067,0.0,0.0,77.212963,14.653153
2.138171,0.636709,0.0,0.0,77.231481,14.653153
2.165365,1.000871,0.0,0.0,77.25,14.653153
8.270182,0.794158,0.0,0.0,77.009259,14.671171
7.216428,0.852565,0.0,0.0,77.027778,14.671171
8.023666,0.79259,0.0,0.0,77.046296,14.671171
4.388199,0.787217,0.0,0.0,77.064815,14.671171
5.354305,1.014791,0.0,0.0,77.083333,14.671171
8.068275,1.685804,0.0,0.0,77.101852,14.671171
6.92242,0.823509,0.0,0.0,77.12037,14.671171
5.219936,0.73875,0.0,0.0,77.138889,14.671171
4.095706,1.097905,0.0,0.0,77.157407,14.671171
3.444842,0.992027,0.0,0.0,77.175926,14.671171
4.545088,0.988661,0.0,0.0,77.194444,14.671171
3.512944,1.005478,0.0,0.0,77.212963,14.671171
2.48513,0.646431,0.0,0.0,77.231481,14.671171
2.358146,0.591698,0.0,0.0,77.25,14.671171
8.506628,0.803937,0.0,0.0,77.009259,14.689189
9.765701,0.833155,0.0,0.0,77.027778,14.689189
5.88892,0.795974,0.0,0.0,77.046296,14.689189
9.380778,2.366374,0.0,0.0,77.231481,14.117117
9.687141,1.078927,0.0,0.0,77.25,14.117117
10.027515,0.847812,0.0,0.0,77.009259,14.135233
14.683793,0.865349,0.0,0.0,77.027778,14.135233
13.270463,1.199664,0.0,0.0,77.046296,14.135233
12.736305,0.849784,0.0,0.0,77.064815,14.135233
8.414344,1.278004,0.0,0.0,77.083333,14.135233
15.580241,2.06943,0.0,0.0,77.101852,14.135233
7.447432,2.415719,0.0,0.0,77.12037,14.135233
8.264071,3.284813,0.0,0.0,77.138889,14.135233
15.604576,2.742525,0.0,0.0,77.157407,14.135233
8.865947,2.653114,0.0,0.0,77.175926,14.135233
7.051795,1.810188,0.0,0.0,77.194444,14.135233
9.854135,3.222739,0.0,0.0,77.212963,14.135233
17.955383,2.495422,0.0,0.0,77.231481,14.135233
10.052365,2.071964,0.0,0.0,77.25,14.135233
0.959602,0.807388,0.0,0.0,77.009259,14.153153
1.266131,1.891286,0.0,0.0,77.027778,14.153153
0.77612,0.894429,0.0,0.0,77.046296,14.153153
1.030829,0.656877,0.0,0.0,77.064815,14.153153
14.93451,1.902173,0.0,0.0,77.083333,14.153153
14.961954,2.492348,0.0,0.0,77.101852,14.153153
6.842356,1.254605,0.0,0.0,77.12037,14.153153
8.573382,2.234185,0.0,0.0,77.138889,14.153153
2.926,1.375,0.0,0.0,77.426909,14.599638
1.644,0.812,0.0,0.0,77.445531,14.599638
2.494,0.776,0.0,0.0,77.464153,14.599638
2.283,0.69,0.0,0.0,77.482775,14.599638
1.821,0.719,0.0,0.0,77.5,14.599638
2.494,1.072,0.0,0.0,77.259311,14.617754
1.557,0.623,0.0,0.0,77.277933,14.617754
3.027,0.682,0.0,0.0,77.296555,14.617754
1.873,0.649,0.0,0.0,77.315177,14.617754
1.254,0.49,0.0,0.0,77.333799,14.617754
2.064,0.512,0.0,0.0,77.352421,14.617754
2.267,0.676,0.0,0.0,77.371043,14.617754
3.123,0.921,0.0,0.0,77.389665,14.617754
4.244,1.282,0.0,0.0,77.408287,14.617754
3.005,0.97,0.0,0.0,77.426909,14.617754
1.462,0.738,0.0,0.0,77.445531,14.617754
1.632,0.723,0.0,0.0,77.464153,14.617754
2.133,0.78,0.0,0.0,77.482775,14.617754
3.725,0.805,0.0,0.0,77.5,14.617754
1.682,0.545,0.0,0.0,77.259311,14.63587
1.758,0.728,0.0,0.0,77.277933,14.63587
1.513,0.804,0.0,0.0,77.296555,14.63587
1.296,0.387,0.0,0.0,77.315177,14.63587
1.235,0.365,0.0,0.0,77.333799,14.63587
4.261716,0.845832,0.0,0.0,77.064815,14.689189
10.707249,1.083455,0.0,0.0,77.083333,14.689189
9.026195,0.951363,0.0,0.0,77.101852,14.689189
5.838695,0.756162,0.0,0.0,77.12037,14.689189
4.879135,0.735915,0.0,0.0,77.138889,14.689189
3.363476,1.099997,0.0,0.0,77.157407,14.689189
3.255358,0.980071,0.0,0.0,77.175926,14.689189
4.413226,1.029318,0.0,0.0,77.194444,14.689189
2.89,0.890347,0.0,0.0,77.212963,14.689189
2.026973,0.637646,0.0,0.0,77.231481,14.689189
2.166874,0.650135,0.0,0.0,77.25,14.689189
6.900464,0.655838,0.0,0.0,77.009259,14.707207
5.691628,0.584385,0.0,0.0,77.027778,14.707207
3.598755,0.700954,0.0,0.0,77.046296,14.707207
3.250098,0.705466,0.0,0.0,77.064815,14.707207
4.095994,0.777755,0.0,0.0,77.083333,14.707207
2.47926,0.614847,0.0,0.0,77.101852,14.707207
5.274534,0.948056,0.0,0.0,77.12037,14.707207
2.875029,0.689788,0.0,0.0,77.138889,14.707207
3.358464,1.151,0.0,0.0,77.157407,14.707207
4.887446,1.219472,0.0,0.0,77.175926,14.707207
3.509372,1.356686,0.0,0.0,77.194444,14.707207
4.35578,1.56983,0.0,0.0,77.212963,14.707207
13.289982,2.583567,0.0,0.0,77.157407,14.153153
9.530285,4.138367,0.0,0.0,77.175926,14.153153
16.19137,2.075919,0.0,0.0,77.194444,14.153153
18.407092,3.356684,0.0,0.0,77.212963,14.153153
18.853815,2.748793,0.0,0.0,77.231481,14.153153
17.223523,3.403496,0.0,0.0,77.25,14.153153
1.002861,0.876364,0.0,0.0,77.009259,14.171169
1.195365,1.029382,0.0,0.0,77.027778,14.171169
1.298235,0.9941,0.0,0.0,77.046296,14.171169
1.124792,0.659079,0.0,0.0,77.064815,14.171169
1.219763,0.784805,0.0,0.0,77.083333,14.171169
0.945609,1.235814,0.0,0.0,77.101852,14.171169
1.184836,1.016744,0.0,0.0,77.12037,14.171169
1.558748,1.273897,0.0,0.0,77.138889,14.171169
1.643006,1.910507,0.0,0.0,77.157407,14.171169
15.514274,2.563417,0.0,0.0,77.175926,14.171169
11.740507,2.363299,0.0,0.0,77.194444,14.171169
13.000525,2.128966,0.0,0.0,77.212963,14.171169
14.314737,2.241414,0.0,0.0,77.231481,14.171169
10.774645,1.922248,0.0,0.0,77.25,14.171169
1.589959,2.029069,0.0,0.0,77.009259,14.189189
3.578727,2.229528,0.0,0.0,77.027778,14.189189
2.454546,2.51451,0.0,0.0,77.046296,14.189189
0.936963,0.583016,0.0,0.0,77.064815,14.189189
1.814,0.614,0.0,0.0,77.352421,14.63587
1.744,0.678,0.0,0.0,77.371043,14.63587
1.811,0.568,0.0,0.0,77.389665,14.63587
2.601,0.672,0.0,0.0,77.408287,14.63587
2.74,0.71,0.0,0.0,77.426909,14.63587
2.457,0.603,0.0,0.0,77.445531,14.63587
2.084,0.523,0.0,0.0,77.464153,14.63587
2.971,0.561,0.0,0.0,77.482775,14.63587
6.992,0.75,0.0,0.0,77.5,14.63587
1.424,0.4,0.0,0.0,77.259311,14.653985
1.197,0.444,0.0,0.0,77.277933,14.653985
1.708,0.781,0.0,0.0,77.296555,14.653985
0.728,0.308,0.0,0.0,77.315177,14.653985
1.393,0.376,0.0,0.0,77.333799,14.653985
1.131,0.398,0.0,0.0,77.352421,14.653985
2.054,0.585,0.0,0.0,77.371043,14.653985
1.225,0.501,0.0,0.0,77.389665,14.653985
1.409,0.503,0.0,0.0,77.408287,14.653985
1.617,0.627,0.0,0.0,77.426909,14.653985
1.958,0.737,0.0,0.0,77.445531,14.653985
1.317,0.577,0.0,0.0,77.464153,14.653985
2.036,0.481,0.0,0.0,77.482775,14.653985
6.85,0.808,0.0,0.0,77.5,14.653985
1.245,0.453,0.0,0.0,77.259311,14.672101
3.623826,2.380411,0.0,0.0,77.231481,14.707207
1.95655,0.453953,0.0,0.0,77.25,14.707207
2.944216,0.520821,0.0,0.0,77.009259,14.725225
2.951458,0.528685,0.0,0.0,77.027778,14.725225
2.556502,0.788226,0.0,0.0,77.046296,14.725225
3.962195,0.759479,0.0,0.0,77.064815,14.725225
3.586604,0.585188,0.0,0.0,77.083333,14.725225
3.051389,0.602893,0.0,0.0,77.101852,14.725225
2.758446,0.492402,0.0,0.0,77.12037,14.725225
5.30515,0.908206,0.0,0.0,77.138889,14.725225
2.203306,0.826483,0.0,0.0,77.157407,14.725225
1.812628,0.683057,0.0,0.0,77.175926,14.725225
1.598487,0.660359,0.0,0.0,77.194444,14.725225
1.598308,0.734754,0.0,0.0,77.212963,14.725225
2.108381,0.939177,0.0,0.0,77.231481,14.725225
1.009749,0.662772,0.0,0.0,77.25,14.725225
2.721193,0.560952,0.0,0.0,77.009259,14.743243
2.656878,0.511685,0.0,0.0,77.027778,14.743243
2.812828,0.678732,0.0,0.0,77.046296,14.743243
1.747804,0.881581,0.0,0.0,77.064815,14.743243
2.163633,0.709988,0.0,0.0,77.083333,14.743243
2.466647,0.626865,0.0,0.0,77.101852,14.743243
2.953456,0.725688,0.0,0.0,77.12037,14.743243
1.126978,0.90023,0.0,0.0,77.083333,14.189189
1.788866,1.646942,0.0,0.0,77.101852,14.189189
2.069477,0.970794,0.0,0.0,77.12037,14.189189
1.582998,2.167793,0.0,0.0,77.138889,14.189189
1.648054,2.012601,0.0,0.0,77.157407,14.189189
16.060269,1.695749,0.0,0.0,77.175926,14.189189
14.191995,2.049201,0.0,0.0,77.194444,14.189189
16.05532,2.105302,0.0,0.0,77.212963,14.189189
17.800807,2.848814,0.0,0.0,77.231481,14.189189
8.96,4.518951,0.0,0.0,77.25,14.189189
2.250004,1.611093,0.0,0.0,77.009259,14.207207
2.1171,2.207776,0.0,0.0,77.027778,14.207207
1.673056,1.785718,0.0,0.0,77.046296,14.207207
1.834416,1.157399,0.0,0.0,77.064815,14.207207
1.412702,1.291352,0.0,0.0,77.083333,14.207207
0.870043,0.425003,0.0,0.0,77.101852,14.207207
1.544985,0.844514,0.0,0.0,77.12037,14.207207
0.991003,0.496588,0.0,0.0,77.138889,14.207207
1.877372,1.153058,0.0,0.0,77.157407,14.207207
3.012145,1.815248,0.0,0.0,77.175926,14.207207
1.945564,2.555294,0.0,0.0,77.194444,14.207207
1.834265,1.425499,0.0,0.0,77.212963,14.207207
1.473435,1.570223,0.0,0.0,77.231481,14.207207
1.680086,1.931705,0.0,0.0,77.25,14.207207
1.349,0.535,0.0,0.0,77.277933,14.672101
1.165,0.468,0.0,0.0,77.296555,14.672101
1.285,0.31,0.0,0.0,77.315177,14.672101
1.465,0.504,0.0,0.0,77.333799,14.672101
1.328,0.424,0.0,0.0,77.352421,14.672101
1.637,0.751,0.0,0.0,77.371043,14.672101
1.87,0.658,0.0,0.0,77.389665,14.672101
3.073,0.755,0.0,0.0,77.408287,14.672101
2.655,0.819,0.0,0.0,77.426909,14.672101
2.106,1.162,0.0,0.0,77.445531,14.672101
1.851,0.697,0.0,0.0,77.464153,14.672101
1.281,0.519,0.0,0.0,77.482775,14.672101
1.475,0.634,0.0,0.0,77.5,14.672101
1.165,0.466,0.0,0.0,77.259311,14.690217
1.277,0.449,0.0,0.0,77.277933,14.690217
1.012,0.299,0.0,0.0,77.296555,14.690217
0.739,0.274,0.0,0.0,77.315177,14.690217
2.661,0.614,0.0,0.0,77.333799,14.690217
1.802,0.578,0.0,0.0,77.352421,14.690217
1.697,0.627,0.0,0.0,77.371043,14.690217
1.766,0.569,0.0,0.0,77.389665,14.690217
1.641,0.705,0.0,0.0,77.408287,14.690217
2.868,0.622,0.0,0.0,77.426909,14.690217
1.792,0.496,0.0,0.0,77.445531,14.690217
1.846,0.621,0.0,0.0,77.194444,14.777174
2.072,1.377,0.0,0.0,77.212963,14.777174
0.979,0.562,0.0,0.0,77.231481,14.777174
0.585,0.218,0.0,0.0,77.25,14.777174
2.824,0.584,0.0,0.0,77.009259,14.79529
2.632664,0.758699,0.0,0.0,77.138889,14.743243
2.812119,0.890545,0.0,0.0,77.157407,14.743243
2.548078,0.888731,0.0,0.0,77.175926,14.743243
2.209195,0.906757,0.0,0.0,77.194444,14.743243
2.179404,0.914464,0.0,0.0,77.212963,14.743243
1.222727,0.728697,0.0,0.0,77.231481,14.743243
1.607728,0.530289,0.0,0.0,77.25,14.743243
4.879717,1.210098,0.0,0.0,77.009259,14.259009
7.270178,1.790541,0.0,0.0,77.027778,14.259009
6.940986,1.22892,0.0,0.0,77.046296,14.259009
7.506971,1.977735,0.0,0.0,77.064815,14.259009
8.337992,2.310271,0.0,0.0,77.083333,14.259009
8.877355,1.961418,0.0,0.0,77.101852,14.259009
5.452243,1.409171,0.0,0.0,77.12037,14.259009
12.880559,1.782629,0.0,0.0,77.138889,14.259009
6.339367,1.584088,0.0,0.0,77.157407,14.259009
4.758576,1.588671,0.0,0.0,77.175926,14.259009
4.547001,1.231176,0.0,0.0,77.194444,14.259009
4.281809,1.81131,0.0,0.0,77.212963,14.259009
9.797376,1.826532,0.0,0.0,77.231481,14.259009
5.560094,1.857249,0.0,0.0,77.25,14.259009
4.471377,1.196534,0.0,0.0,77.009259,14.277027
7.996941,1.378149,0.0,0.0,77.027778,14.277027
1.795856,1.485379,0.0,0.0,77.009259,14.225225
2.255929,2.245426,0.0,0.0,77.027778,14.225225
1.437682,3.308996,0.0,0.0,77.046296,14.225225
1.425697,1.014621,0.0,0.0,77.064815,14.225225
1.093434,1.044011,0.0,0.0,77.083333,14.225225
1.634294,1.394684,0.0,0.0,77.101852,14.225225
1.501044,0.852045,0.0,0.0,77.12037,14.225225
1.737024,0.90418,0.0,0.0,77.138889,14.225225
1.959933,1.249502,0.0,0.0,77.157407,14.225225
1.833612,1.107667,0.0,0.0,77.175926,14.225225
1.834887,1.755883,0.0,0.0,77.194444,14.225225
1.635518,1.695858,0.0,0.0,77.212963,14.225225
1.58034,1.787633,0.0,0.0,77.231481,14.225225
1.785006,1.137844,0.0,0.0,77.25,14.225225
1.346506,1.224734,0.0,0.0,77.009259,14.243242
2.350428,1.584037,0.0,0.0,77.027778,14.243242
1.625115,1.21841,0.0,0.0,77.046296,14.243242
1.267541,1.181009,0.0,0.0,77.064815,14.243242
1.394647,1.348333,0.0,0.0,77.083333,14.243242
1.254913,1.748868,0.0,0.0,77.101852,14.243242
2.749211,1.877385,0.0,0.0,77.12037,14.243242
2.223316,1.690688,0.0,0.0,77.138889,14.243242
1.02,2.152579,0.0,0.0,77.157407,14.243242
1.265365,1.246164,0.0,0.0,77.175926,14.243242
1.983,0.466,0.0,0.0,77.464153,14.690217
2.616,0.581,0.0,0.0,77.482775,14.690217
1.65,0.542,0.0,0.0,77.5,14.690217
1.612,0.571,0.0,0.0,77.259311,14.708333
1.34,0.412,0.0,0.0,77.277933,14.708333
1.863,0.422,0.0,0.0,77.296555,14.708333
1.51,0.25,0.0,0.0,77.315177,14.708333
2.355,0.751,0.0,0.0,77.333799,14.708333
1.769,0.553,0.0,0.0,77.352421,14.708333
2.349,0.708,0.0,0.0,77.371043,14.708333
1.583,0.607,0.0,0.0,77.389665,14.708333
2.971,0.78,0.0,0.0,77.408287,14.708333
2.973,0.934,0.0,0.0,77.426909,14.708333
2.875,1.193,0.0,0.0,77.445531,14.708333
1.527,0.724,0.0,0.0,77.464153,14.708333
1.814,0.594,0.0,0.0,77.482775,14.708333
1.466,0.464,0.0,0.0,77.5,14.708333
1.036,0.776,0.0,0.0,77.259311,14.726449
0.941,0.347,0.0,0.0,77.277933,14.726449
1.308,0.388,0.0,0.0,77.296555,14.726449
0.911,0.377,0.0,0.0,77.315177,14.726449
1.714,0.471,0.0,0.0,77.333799,14.726449
2.139,0.688,0.0,0.0,77.352421,14.726449
1.928,0.721,0.0,0.0,77.371043,14.726449
0.0,0.0,0.0,0.0,77.027778,14.79529
2.322,0.639,0.0,0.0,77.046296,14.79529
1.939,0.789,0.0,0.0,77.064815,14.79529
1.734,0.683,0.0,0.0,77.083333,14.79529
1.949,0.656,0.0,0.0,77.101852,14.79529
1.851,0.632,0.0,0.0,77.12037,14.79529
2.617,0.81,0.0,0.0,77.138889,14.79529
2.424,0.746,0.0,0.0,77.157407,14.79529
1.338,0.579,0.0,0.0,77.175926,14.79529
1.693,0.678,0.0,0.0,77.194444,14.79529
1.388,0.778,0.0,0.0,77.212963,14.79529
1.412,0.645,0.0,0.0,77.231481,14.79529
1.055,0.331,0.0,0.0,77.25,14.79529
2.64,0.431,0.0,0.0,77.009259,14.813406
2.618,0.508,0.0,0.0,77.027778,14.813406
1.871,0.729,0.0,0.0,77.046296,14.813406
2.22,0.878,0.0,0.0,77.064815,14.813406
1.543,0.593,0.0,0.0,77.083333,14.813406
2.505,0.826,0.0,0.0,77.101852,14.813406
1.406,0.607,0.0,0.0,77.12037,14.813406
2.441,0.68,0.0,0.0,77.138889,14.813406
2.263,0.699,0.0,0.0,77.157407,14.813406
2.303,0.867,0.0,0.0,77.175926,14.813406
2.769,1.049,0.0,0.0,77.194444,14.813406
6.848308,1.225445,0.0,0.0,77.046296,14.277027
6.238512,1.723661,0.0,0.0,77.064815,14.277027
9.074397,1.883422,0.0,0.0,77.083333,14.277027
7.106631,1.988965,0.0,0.0,77.101852,14.277027
7.617325,1.45918,0.0,0.0,77.12037,14.277027
8.352388,1.420126,0.0,0.0,77.138889,14.277027
5.821812,2.057401,0.0,0.0,77.157407,14.277027
7.419776,1.768855,0.0,0.0,77.175926,14.277027
5.403106,1.59134,0.0,0.0,77.194444,14.277027
6.987664,1.890147,0.0,0.0,77.212963,14.277027
13.980531,3.12864,0.0,0.0,77.231481,14.277027
8.184263,1.706566,0.0,0.0,77.25,14.277027
7.903986,1.51799,0.0,0.0,77.009259,14.295045
7.201047,1.518269,0.0,0.0,77.027778,14.295045
9.984313,1.707463,0.0,0.0,77.046296,14.295045
8.321837,2.67753,0.0,0.0,77.064815,14.295045
4.223599,1.015607,0.0,0.0,77.083333,14.295045
7.756916,1.367954,0.0,0.0,77.101852,14.295045
6.87372,1.41803,0.0,0.0,77.12037,14.295045
6.391112,1.210115,0.0,0.0,77.138889,14.295045
4.515449,1.570527,0.0,0.0,77.157407,14.295045
4.711592,1.713311,0.0,0.0,77.175926,14.295045
1.375851,1.496633,0.0,0.0,77.194444,14.243242
2.377493,2.706234,0.0,0.0,77.212963,14.243242
3.439168,3.09952,0.0,0.0,77.231481,14.243242
2.063517,2.545727,0.0,0.0,77.25,14.243242
1.111,0.469,2.0,0.0,77.259311,14.759058
0.699,0.1,1.7,0.0,77.277933,14.759058
1.403,0.555,0.8,0.0,77.296555,14.759058
2.238,0.544,0.7,0.0,77.315177,14.759058
1.276,0.508,0.5,0.0,77.333799,14.759058
1.602,0.675,0.4,0.0,77.352421,14.759058
1.885,0.873,0.3,0.0,77.371043,14.759058
1.659,0.882,0.5,0.0,77.389665,14.759058
2.106,0.744,0.5,0.0,77.408287,14.759058
3.045,0.918,1.0,0.0,77.426909,14.759058
1.503,0.623,0.9,0.0,77.445531,14.759058
1.239,0.509,0.9,0.0,77.464153,14.759058
1.638,0.413,1.0,0.0,77.482775,14.759058
2.07,0.575,2.4,0.0,77.5,14.759058
0.902,0.404,2.6,0.0,77.259311,14.777174
2.795,0.844,1.1,0.0,77.277933,14.777174
2.49,0.653,1.0,0.0,77.296555,14.777174
1.339,0.401,3.0,0.0,77.315177,14.777174
1.954,0.578,0.15,0.0,77.333799,14.777174
3.255,1.009,0.0,0.0,77.5,14.277027
7.077,1.557,0.0,0.0,77.259311,14.295045
5.083,1.44,0.0,0.0,77.277933,14.295045
6.865,1.324,0.0,0.0,77.296555,14.295045
3.165,0.837,0.0,0.0,77.315177,14.295045
2.873,0.98,0.0,0.0,77.333799,14.295045
3.228,0.97,0.0,0.0,77.352421,14.295045
2.952,1.049,0.0,0.0,77.371043,14.295045
1.727,0.523,0.0,0.0,77.389665,14.295045
1.44,0.777,0.0,0.0,77.408287,14.295045
1.93,0.676,0.0,0.0,77.426909,14.295045
4.058,1.322,0.0,0.0,77.445531,14.295045
9.321,3.002,0.0,0.0,77.464153,14.295045
5.315,1.389,0.0,0.0,77.482775,14.295045
4.438,1.663,0.0,0.0,77.5,14.295045
7.572,1.419,0.0,0.0,77.259311,14.313063
6.073,1.458,0.0,0.0,77.277933,14.313063
2.617,0.855,0.0,0.0,77.296555,14.313063
3.989,0.946,0.0,0.0,77.315177,14.313063
3.202,0.961,0.0,0.0,77.333799,14.313063
3.115,0.898,0.0,0.0,77.352421,14.313063
4.085,1.199,0.0,0.0,77.371043,14.313063
2.207,0.658,0.0,0.0,77.389665,14.313063
2.06,0.62,0.0,0.0,77.408287,14.313063
1.692,0.71,0.0,0.0,77.212963,14.813406
1.849,0.767,0.0,0.0,77.231481,14.813406
2.235,0.546,0.0,0.0,77.25,14.813406
2.983,0.636,0.0,0.0,77.009259,14.831522
1.988,0.552,0.0,0.0,77.027778,14.831522
2.12,0.678,0.0,0.0,77.046296,14.831522
2.218,0.603,0.0,0.0,77.009259,14.759058
2.73,0.726,0.0,0.0,77.027778,14.759058
1.937,0.819,0.0,0.0,77.046296,14.759058
1.165,0.718,0.0,0.0,77.064815,14.759058
1.976,0.797,0.0,0.0,77.083333,14.759058
2.649,0.807,0.0,0.0,77.101852,14.759058
1.819,0.784,0.0,0.0,77.12037,14.759058
1.433,0.698,0.0,0.0,77.138889,14.759058
1.484,0.737,0.0,0.0,77.157407,14.759058
1.894,1.049,0.0,0.0,77.175926,14.759058
2.171,1.044,0.0,0.0,77.194444,14.759058
1.723,0.924,0.0,0.0,77.212963,14.759058
0.92,0.564,0.0,0.0,77.231481,14.759058
0.79698,0.388,0.0,0.0,77.25,14.759058
2.663,0.536,0.0,0.0,77.009259,14.777174
3.847,0.764,0.0,0.0,77.027778,14.777174
2.977,0.717,0.0,0.0,77.046296,14.777174
1.492,0.631,0.0,0.0,77.064815,14.777174
