source_layer,popup,style,lon,lat
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14924611231295,14.25490860916162
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17422010720149,14.30872481289958
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.12473588396715,14.282166875209073
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.13893650679145,14.281900375237088
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.13152180890621,14.271905747195241
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.12551604971074,14.260893601399228
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.1481233089262,14.25584676527143
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14646720380729,14.254840253089103
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.13161222886674,14.25214194364408
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.13191204056326,14.2552257249798
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.15057724686827,14.258745899567437
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.10711645738634,14.334810374103693
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.11230913495406,14.300930518252033
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14210266271917,14.295217431734129
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.12668950558265,14.2608903359077
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.31910759432978,14.069954675640329
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.1611922745377,14.155207752078494
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.50365353463323,14.274842604419433
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.33775890097763,14.322240872719766
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.1278197501405,14.258784512624633
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14892200025753,14.25118332463011
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.1168543697493,14.297436298641012
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14210639982464,14.279156090000326
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.12426520141611,14.26432134086386
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.0518988670111,14.407395909224759
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14797551438988,14.279622025835716
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14415648026772,14.255560916060706
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.47747779302759,14.734206313361224
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.39048383791953,14.050550180241288
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.47603524533426,14.731410446442537
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.47252922673908,14.080725228647722
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.45544826594666,14.08265278996994
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.28301045389132,14.16090127289091
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2800551628379,14.159819808038133
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20919327668173,14.063324188806714
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17989401189759,14.00995361222584
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17326661827018,14.006813418365898
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.21039042271916,14.017081099417494
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.21150857184841,14.017039459059461
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18474519363053,14.115064455952494
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.31157272355355,14.039081731293724
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46516124101474,14.083179394979332
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.44620169568196,14.055761816667154
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.44035147364428,14.055986121275406
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.43728641064631,14.050260662190905
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.45749634333693,14.054645335194929
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.69583333326173,15.339999999643705
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46381151163452,14.04809868383175
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.48618201533412,14.044169003936576
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.47332168181659,14.072117201349203
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.47344957788198,14.073021395893585
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.45989604902097,14.069533582150875
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46959695322501,14.052496403837715
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.45218247082937,14.046360288874064
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.49616623679402,14.108543625971638
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46322795322081,14.104973046593859
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46502008400968,14.099163592806724
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46083704405285,14.138754628839576
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46020410808178,14.116379366613348
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.45058727797479,14.05329906305355
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.47217467791833,14.076839590736709
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46188898404785,14.103168989271333
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.40545738888686,15.725446675587895
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.4109301500962,15.709266340998358
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.0182858173141,13.828606814631952
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.61321452786093,14.145730725365764
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.63115283260869,14.06679916667544
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.22228510760954,14.644978939194283
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20990001317175,14.664561903128165
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20272593886617,14.670260712768231
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.38986059565453,14.494488957712207
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.52807235674318,14.33562950541187
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.27716611025775,14.62692381890092
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.28656884845282,14.618271058188208
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2992815942151,14.60681014642993
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.29438109432093,14.602374831157116
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30931340186044,14.592361464365435
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30928841727524,14.591619071763203
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30954896793409,14.590965909869515
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.32694159873337,14.589047489335726
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.32903135962506,14.577973875140176
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.35234874993108,14.521622924182566
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.37947186933103,14.510306325953165
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.39199021341142,14.493951200406602
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.39285395691556,14.493323022336812
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.40282306596741,14.482931558769307
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.40633872028813,14.47644157911538
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.41537710316477,14.468061950961363
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.48560775870222,14.299741144101306
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.48824102997423,14.306522608205077
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.44469946023831,15.583642578804309
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.35864486535247,14.06963107794303
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20624944665019,14.034028104760557
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.28473155126821,14.036755376015583
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.27100325079529,14.047023345182533
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.29563802058756,14.004803535656672
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.5351849617404,14.263414450018406
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.51459072709514,14.261522778452028
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.45500307504697,14.26164770012918
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.45062450912249,14.395697081199573
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46761943043902,14.380741338767434
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.56068834198672,14.360066212086238
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.74067300026263,15.341077000254492
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.37596258178286,14.024712605107622
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.46285042674806,14.130732765201056
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.48656565771344,14.043955440390647
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.06456633324785,13.854721398631474
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.71222222219028,15.267161110682599
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.68334999998694,15.226605556255597
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.68886111122681,15.224025000428364
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.32039954816074,14.84271409078427
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26509659781424,14.014854837912726
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14747567807775,13.77087514177252
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.4008769272245,15.639809875019344
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.25813081465768,14.008139737595695
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18519968882109,14.070259961782142
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.19280632564644,14.024577706269557
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.3293972019023,14.579098169922977
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.13513222365506,13.796037941754678
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.64401111108874,15.37911111080292
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.47791728424865,14.25208226712818
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.27717187503161,14.331966920278363
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.2674012138813,14.319742439287086
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.568284772029,14.369331239084808
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.56071808586995,14.37470287214873
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.56380543592526,14.374524412027915
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.48333959987933,14.369772628702284
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.3011929453605,14.795899640886766
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.33641252809923,14.82665352156921
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.33979076759445,14.825963874783739
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.31928040866595,14.78785442775596
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.39780749994094,14.78880557769885
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.40693987128306,14.783188859996011
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.41229841711795,14.78692937311041
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.41088025928657,14.78725297939633
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.39799121440906,14.75359223198146
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.44558876177075,14.755449401178216
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.45677609569414,14.762077390085262
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.45810097887701,14.769775897830236
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.44893648462903,14.781457028878982
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.45583168720582,14.783490515624097
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.44448032710709,14.766283867395705
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.43315431270796,14.830944689940388
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.42243603087877,14.824534421738194
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.412679844125,14.808059133084326
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.41253707681386,14.80850171342959
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.41182323801033,14.808712295108691
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.41112724637486,14.808505282247753
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.43201296495005,14.79130058883278
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.33574271861265,14.825821363681598
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.26721011772409,14.873124650566346
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.26632971666729,14.873357839431446
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.3331767778842,14.857863128557195
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.448859548814,14.792442730101115
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.44761866006233,14.815623439119804
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.42467161405604,14.78255116357031
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.42388639231379,14.782289423998401
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18128311759068,14.149676668614816
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.16540979973378,14.156570070683156
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20573540388588,14.02231888758333
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.24481170611445,14.071979416973022
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2611141726378,14.011743891313188
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.19782116078562,14.018448863327233
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17632526105409,14.021097759205375
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.29627279877099,14.00109468076447
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.29367204824081,14.003535412712328
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.33235829729134,14.01841162510511
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30674006814641,14.017291256388733
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2204714999399,14.14861073372927
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.22669108425696,14.160298497980614
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.57929235737238,14.384118796241014
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.31424685217743,14.331476156356098
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.29315887936697,14.331327438991703
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.4343430080588,14.303009473971771
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.1595100094094,14.220009599762676
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.4396740388988,15.718689006997767
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.44243421297884,15.698987070070507
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.44614617268603,15.698273231442657
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.45233277137584,15.74719494967095
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.46760891070879,15.712454819427789
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.48488379833309,15.692134222428669
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.48954754126592,15.692229399973629
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.38777799401264,15.669541239918024
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.39884248765775,15.639060344159237
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.40387504801245,15.576456724804034
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.42322006644788,15.550508702853396
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.39869971978032,15.521669636214776
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.39998462909215,15.512889424189748
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.38602909013908,15.508606394675677
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.38278112623433,15.506429187761928
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.42264899457211,15.513496187380833
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.43684723910995,15.56101390426679
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.39912088519169,15.564476019994032
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.70995584216095,15.58872711072157
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.74048795568025,15.46827627181944
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.29812819924832,14.802264699907752
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.49244957935879,14.755917439228945
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.48608886889173,14.40238710781983
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.56571495435674,14.360720564281642
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.67014999963429,15.301222222394586
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14926171518461,14.327372876371648
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.15285470154816,14.32392265775147
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14889289946798,14.318628356692832
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.10891795422407,14.315832489752706
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.08736112538328,14.31297701342511
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.13477701782779,14.248906787954361
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17916705255774,14.230550436626855
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18879911094807,14.197514000408074
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18722866697314,14.193873425313342
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17985851176984,14.230222034782557
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30003501120304,14.587427116369303
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.58094299294291,14.240365475329472
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.62041580229335,14.049996553237168
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.281596591618,14.140194157572665
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.37511458014261,14.79575955165114
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.37542866942125,14.796416284246478
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.45663451831042,14.765751277096113
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.41244586439828,14.820116061111586
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.432191424024,14.790527264844066
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.34137594370057,14.751688511732896
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.28634336335642,14.853743941673477
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.28606377693097,14.852994412247298
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.49769629138255,14.756024515122691
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.49355602806305,14.756245804587705
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.30993420308266,14.86423770615651
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.30353821158101,14.869032320106578
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.31280859194818,14.850034702855355
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.31842411989666,14.852961440168354
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.45352924084968,14.793870406839261
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17715737669788,14.231484849331043
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.16899352314788,14.176174789065074
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20677796585719,14.01360359391758
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20214874621223,14.147082411808396
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],77.18893777928488,14.152011914257812
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.24618049106687,14.054196276890146
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.15276333273103,14.12342854178526
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18033593299592,14.107964059100858
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26089248614282,14.017469865732023
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26700889137346,14.016915450974658
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26410475857917,14.008867519266525
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26469359603821,14.008590311954956
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.25650150796875,14.007705153324627
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20804867924397,14.012199606451501
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14652525769756,14.231726626256936
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2240885453464,14.009374103072386
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26408520333707,14.002890090819294
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26473360555316,14.002702709387675
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26329403168761,14.005037554837282
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26672224022633,14.001201268696036
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17989256267305,14.71682051817362
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17989256267305,14.71682051817362
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26926350534951,13.999241782685443
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.33049807099904,14.103484522289088
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30212934365076,14.159841302241015
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2465019439402,14.223428658443074
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2468493448351,14.239300257653895
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.23939925305247,14.244082973792873
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.23861462481925,14.246777713601007
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.21901381484255,14.235435418146125
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.19938147745927,14.244073455719786
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.19513176030527,14.245703387262841
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.14362416155966,14.23219483004026
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.13177289984466,14.237653076061816
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.16856742758449,14.176066190183613
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17319414115767,14.168430687813144
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17402100341853,14.168989862329706
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17526427188368,14.169888107741912
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17579370172955,14.171196811888638
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.19216171674614,14.141437189620467
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.28281095583796,14.036707474980691
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2889080067551,14.03293520412728
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30064925911375,14.029855883970678
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30124412464521,14.03175350389843
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.303219076777,14.029231275706639
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.29914424959316,14.035114493441638
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30005241071315,14.02745845757589
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.30175824715475,14.056646474453755
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20768402369285,14.121866622703914
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20392804519292,14.126906798330394
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20055218517719,14.130213059278761
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.20161104467154,14.13015000270562
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2182426053193,14.075748188203388
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.21531800857684,14.066252710811753
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.1905827875974,14.0227711137403
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18744487386894,14.029302139649747
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.18594978013144,14.031945324619349
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17786928915531,14.020243492361484
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.17890316367482,14.021998344569582
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.26449282331146,14.08833345283263
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2452501216755,14.053240526946007
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.24707696256242,14.037445169078802
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.24507742315816,14.037842538840328
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.21202314018849,14.000884839954393
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.2605112812176,14.013519301956872
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.19486412330093,14.037681211957759
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.19142984669078,14.033899098433132
Oriented Structure Plane,Layer: Oriented Structure Plane,[object Object],76.16760172589633,14.023426495612608
